file, time_ms
py-sudokus/Size/2x4/Sudoku66_2x4 , 1.938116
py-sudokus/Size/2x4/Sudoku67_2x4 , 2.623694
py-sudokus/Size/2x4/Sudoku68_2x4 , 1.911918
py-sudokus/Size/2x4/Sudoku69_2x4 , 1.954519
py-sudokus/Size/2x4/Sudoku6_2x4 , 3.757822
py-sudokus/Size/2x4/Sudoku70_2x4 , 2.053164
py-sudokus/Size/2x4/Sudoku71_2x4 , 4.014263
py-sudokus/Size/2x4/Sudoku72_2x4 , 2.043634
py-sudokus/Size/2x4/Sudoku73_2x4 , 3.461912
py-sudokus/Size/2x4/Sudoku74_2x4 , 3.48132
py-sudokus/Size/2x4/Sudoku75_2x4 , 2.314564
py-sudokus/Size/2x4/Sudoku76_2x4 , 3.127721
py-sudokus/Size/2x4/Sudoku77_2x4 , 3.088528
py-sudokus/Size/2x4/Sudoku78_2x4 , 2.649473
py-sudokus/Size/2x4/Sudoku79_2x4 , 2.279469
py-sudokus/Size/2x4/Sudoku7_2x4 , 3.266669
py-sudokus/Size/2x4/Sudoku80_2x4 , 1.952128
py-sudokus/Size/2x4/Sudoku81_2x4 , 3.352559
py-sudokus/Size/2x4/Sudoku82_2x4 , 1.863681
py-sudokus/Size/2x4/Sudoku83_2x4 , 2.270561
py-sudokus/Size/2x4/Sudoku84_2x4 , 3.12777
py-sudokus/Size/2x4/Sudoku85_2x4 , 3.076156
py-sudokus/Size/2x4/Sudoku86_2x4 , 1.971945
py-sudokus/Size/2x4/Sudoku87_2x4 , 1.945685
py-sudokus/Size/2x4/Sudoku88_2x4 , 1.973229
py-sudokus/Size/2x4/Sudoku89_2x4 , 3.175723
py-sudokus/Size/2x4/Sudoku8_2x4 , 3.014221
py-sudokus/Size/2x4/Sudoku90_2x4 , 1.989995
py-sudokus/Size/2x4/Sudoku91_2x4 , 2.910882
py-sudokus/Size/2x4/Sudoku92_2x4 , 2.048473
py-sudokus/Size/2x4/Sudoku93_2x4 , 2.5626
py-sudokus/Size/2x4/Sudoku94_2x4 , 2.255159
py-sudokus/Size/2x4/Sudoku95_2x4 , 2.033223
py-sudokus/Size/2x4/Sudoku96_2x4 , 3.144204
py-sudokus/Size/2x4/Sudoku97_2x4 , 3.157139
py-sudokus/Size/2x4/Sudoku98_2x4 , 1.85384
py-sudokus/Size/2x4/Sudoku99_2x4 , 2.595679
py-sudokus/Size/2x4/Sudoku9_2x4 , 2.08724
py-sudokus/Size/3x3/Sudoku100_3x3 , 2.613866
py-sudokus/Size/3x3/Sudoku10_3x3 , 2.707972
py-sudokus/Size/3x3/Sudoku11_3x3 , 4.591787
py-sudokus/Size/3x3/Sudoku12_3x3 , 3.22202
py-sudokus/Size/3x3/Sudoku13_3x3 , 3.110045
py-sudokus/Size/3x3/Sudoku14_3x3 , 3.986848
py-sudokus/Size/3x3/Sudoku15_3x3 , 2.773723
py-sudokus/Size/3x3/Sudoku16_3x3 , 2.851935
py-sudokus/Size/3x3/Sudoku17_3x3 , 4.615743
py-sudokus/Size/3x3/Sudoku18_3x3 , 4.761581
py-sudokus/Size/3x3/Sudoku19_3x3 , 4.885991
py-sudokus/Size/3x3/Sudoku1_3x3 , 2.816279
py-sudokus/Size/3x3/Sudoku20_3x3 , 2.687688
py-sudokus/Size/3x3/Sudoku21_3x3 , 2.783338
py-sudokus/Size/3x3/Sudoku22_3x3 , 2.840946
py-sudokus/Size/3x3/Sudoku23_3x3 , 2.779127
py-sudokus/Size/3x3/Sudoku24_3x3 , 4.347287
py-sudokus/Size/3x3/Sudoku25_3x3 , 2.634168
py-sudokus/Size/3x3/Sudoku26_3x3 , 2.747038
py-sudokus/Size/3x3/Sudoku27_3x3 , 3.138497
py-sudokus/Size/3x3/Sudoku28_3x3 , 2.819065
py-sudokus/Size/3x3/Sudoku29_3x3 , 3.008067
